signal_date,available_date,LightGBM
2023-06-30,2023-07-03,0.0566552972965204
2023-07-03,2023-07-04,0.025172877295701068
2023-07-04,2023-07-05,0.025172877295701068
2023-07-05,2023-07-06,0.025172877295701068
2023-07-06,2023-07-07,0.012621411353707007
2023-07-07,2023-07-10,0.012621411353707007
2023-07-10,2023-07-11,0.012621411353707007
2023-07-11,2023-07-12,0.012621411353707007
2023-07-12,2023-07-13,0.012621411353707007
2023-07-13,2023-07-14,0.012621411353707007
2023-07-14,2023-07-17,0.012621411353707007
2023-07-17,2023-07-18,0.012621411353707007
2023-07-18,2023-07-19,0.012621411353707007
2023-07-19,2023-07-20,0.012621411353707007
2023-07-20,2023-07-21,0.012621411353707007
2023-07-21,2023-07-24,0.012621411353707007
2023-07-24,2023-07-25,0.012621411353707007
2023-07-25,2023-07-26,0.012621411353707007
2023-07-26,2023-07-27,-0.005029267923639166
2023-07-27,2023-07-28,0.0023020994759361713
2023-07-28,2023-07-31,0.012621411353707007
2023-07-31,2023-08-01,-0.005029267923639166
2023-08-01,2023-08-02,-0.0029674002911951563
2023-08-02,2023-08-03,-0.0029674002911951563
2023-08-03,2023-08-04,0.0043805872496339646
2023-08-04,2023-08-07,0.008806119750355817
2023-08-07,2023-08-08,0.020256159943346994
2023-08-08,2023-08-09,0.020256159943346994
2023-08-09,2023-08-10,0.020256159943346994
2023-08-10,2023-08-11,-0.0029674002911951563
2023-08-11,2023-08-14,-0.0029674002911951563
2023-08-14,2023-08-15,0.020256159943346994
2023-08-15,2023-08-16,0.020256159943346994
2023-08-16,2023-08-17,0.01228235014750896
2023-08-17,2023-08-18,0.020256159943346994
2023-08-18,2023-08-21,-0.0029674002911951563
2023-08-21,2023-08-22,0.020256159943346994
2023-08-22,2023-08-23,-0.0034771703025093994
2023-08-23,2023-08-24,0.006150400829668213
2023-08-24,2023-08-25,-0.00207436384364025
2023-08-25,2023-08-28,-0.0029674002911951563
2023-08-28,2023-08-29,0.003413112336716056
2023-08-29,2023-08-30,-0.0034771703025093994
2023-08-30,2023-08-31,-0.0034771703025093994
2023-08-31,2023-09-01,-0.013491443358944259
2023-09-01,2023-09-04,0.0008376550471113301
2023-09-04,2023-09-05,0.0008376550471113301
2023-09-05,2023-09-06,0.0008376550471113301
2023-09-06,2023-09-07,0.0008376550471113301
2023-09-07,2023-09-08,0.0008376550471113301
2023-09-08,2023-09-11,-0.0006001382834811822
2023-09-11,2023-09-12,0.009924549066349956
2023-09-12,2023-09-13,0.0056583196856432125
2023-09-13,2023-09-14,0.0008376550471113301
2023-09-14,2023-09-15,0.0008376550471113301
2023-09-15,2023-09-18,0.0008376550471113301
2023-09-18,2023-09-19,0.0008376550471113301
2023-09-19,2023-09-20,0.0008376550471113301
2023-09-20,2023-09-21,0.0008376550471113301
2023-09-21,2023-09-22,0.0008376550471113301
2023-09-22,2023-09-25,-0.0006001382834811822
2023-09-25,2023-09-26,-0.0006001382834811822
2023-09-26,2023-09-27,-0.0006001382834811822
2023-09-27,2023-09-28,0.009924549066349956
2023-09-28,2023-10-09,-0.007875354719690756
2023-10-09,2023-10-10,-0.00662089656994477
2023-10-10,2023-10-11,-0.00662089656994477
2023-10-11,2023-10-12,-0.00662089656994477
2023-10-12,2023-10-13,-0.00662089656994477
2023-10-13,2023-10-16,-0.00662089656994477
2023-10-16,2023-10-17,-0.00662089656994477
2023-10-17,2023-10-18,-0.00662089656994477
2023-10-18,2023-10-19,-0.00662089656994477
2023-10-19,2023-10-20,-0.0004584732485209495
2023-10-20,2023-10-23,-0.00662089656994477
2023-10-23,2023-10-24,-0.00662089656994477
2023-10-24,2023-10-25,-0.00662089656994477
2023-10-25,2023-10-26,-0.00662089656994477
2023-10-26,2023-10-27,-0.00662089656994477
2023-10-27,2023-10-30,0.005606948796331972
2023-10-30,2023-10-31,0.005606948796331972
2023-10-31,2023-11-01,-0.0004584732485209495
2023-11-01,2023-11-02,0.0056017888611514
2023-11-02,2023-11-03,0.0056017888611514
2023-11-03,2023-11-06,0.0056017888611514
2023-11-06,2023-11-07,0.0056017888611514
2023-11-07,2023-11-08,0.0056017888611514
2023-11-08,2023-11-09,-0.0004762004288151418
2023-11-09,2023-11-10,-0.0004762004288151418
2023-11-10,2023-11-13,-0.0004762004288151418
2023-11-13,2023-11-14,0.0056017888611514
2023-11-14,2023-11-15,-0.0004762004288151418
2023-11-15,2023-11-16,0.0056017888611514
2023-11-16,2023-11-17,0.0056017888611514
2023-11-17,2023-11-20,0.0056017888611514
2023-11-20,2023-11-21,0.0056017888611514
2023-11-21,2023-11-22,0.0021844208009833416
2023-11-22,2023-11-23,0.0021844208009833416
2023-11-23,2023-11-24,0.0021844208009833416
2023-11-24,2023-11-27,0.0021844208009833416
2023-11-27,2023-11-28,-0.0038910882728109527
2023-11-28,2023-11-29,-0.0038910882728109527
2023-11-29,2023-11-30,-0.0038910882728109527
